2023-10-31 15:42:43 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring ImageMVR.timeout = 2.0
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring ImageMVR.rsc_app_id = MVR
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.comp = Mon
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.data_root = c$/MPM_data
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.data_name = log.csv
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.log_time_fmt = %Y/%m/%d %H:%M:%S.%f
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.max_z_travel = 6000
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.data_fieldnames = ['last_moved', 'manipulator', 'x', 'y', 'z', 'x_virtual', 'y_virtual', 'z_virtual']
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.data = c$/MPM_data
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.rsc_app_id = newscale_motor
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.probe_to_serial_number = {'A': 'SN45356', 'B': 'SN45484', 'C': 'SN45485', 'D': 'SN45359', 'E': 'SN45482', 'F': 'SN45361'}
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring SessionCamstim.comp = Stim
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring SessionCamstim.port = 5000
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring SessionCamstim.data = c$/ProgramData/AIBS_MPE/camstim/data
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring SessionCamstim.gb_per_hr = 0.2
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring SessionCamstim.min_rec_hr = 3.0
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring SessionCamstim.serialization = json
2023-10-31 15:56:39 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring SessionCamstim.rsc_app_id = camstim_agent
2023-10-31 15:56:39 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting http://lims2/ecephys_sessions.json?id=1307801020
2023-10-31 15:56:39 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): lims2:80
2023-10-31 15:56:39 | urllib3.connectionpool | DEBUG | connectionpool.py:473 _make_request MainThread | http://lims2:80 "GET /ecephys_sessions.json?id=1307801020 HTTP/1.1" 200 None
2023-10-31 15:56:39 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting http://lims2/ecephys_sessions.json?id=1307801020
2023-10-31 15:56:39 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): lims2:80
2023-10-31 15:56:39 | urllib3.connectionpool | DEBUG | connectionpool.py:473 _make_request MainThread | http://lims2:80 "GET /ecephys_sessions.json?id=1307801020 HTTP/1.1" 200 None
2023-10-31 15:56:39 | web | INFO | 727142384.py:183 new_experiment MainThread | Ephys(1307801020_366122_20231031) created
2023-10-31 15:56:39 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting http://lims2/ecephys_sessions.json?id=1307801020
2023-10-31 15:56:39 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): lims2:80
2023-10-31 15:56:39 | urllib3.connectionpool | DEBUG | connectionpool.py:473 _make_request MainThread | http://lims2:80 "GET /ecephys_sessions.json?id=1307801020 HTTP/1.1" 200 None
2023-10-31 15:56:39 | np_session.components.platform_json | DEBUG | platform_json.py:93 __init__ MainThread | Creating new 1307801020_366122_20231031_platformD1.json
2023-10-31 15:56:39 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:39 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155639
2023-10-31 15:56:39 | np_session.components.platform_json | DEBUG | platform_json.py:148 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1307801020_366122_20231031/1307801020_366122_20231031_platformD1.json
2023-10-31 15:56:39 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155639
2023-10-31 15:56:39 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:39 | np_session.components.platform_json | DEBUG | platform_json.py:270 update_from_session MainThread | Updating 1307801020_366122_20231031_platformD1.json with session 1307801020 fields, with write disabled
2023-10-31 15:56:39 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155639
2023-10-31 15:56:39 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:39 | np_session.components.platform_json | DEBUG | platform_json.py:257 update MainThread | Updating 1307801020_366122_20231031_platformD1.json operatorID:  -> corbettb
2023-10-31 15:56:39 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.operatorID = corbettb
2023-10-31 15:56:39 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:148 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1307801020_366122_20231031/1307801020_366122_20231031_platformD1.json
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:257 update MainThread | Updating 1307801020_366122_20231031_platformD1.json sessionID:  -> 1307801020
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.sessionID = 1307801020
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:148 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1307801020_366122_20231031/1307801020_366122_20231031_platformD1.json
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:257 update MainThread | Updating 1307801020_366122_20231031_platformD1.json mouseID:  -> 366122
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.mouseID = 366122
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:148 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1307801020_366122_20231031/1307801020_366122_20231031_platformD1.json
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.subclasses.pipeline | DEBUG | pipeline.py:481 start MainThread | Could not find experiment start time in //allen/programs/mindscope/workgroups/np-exp/1307801020_366122_20231031/1307801020_366122_20231031_platformD1.json: using start of day instead
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.subclasses.pipeline | DEBUG | pipeline.py:505 end MainThread | Could not find experiment end time in //allen/programs/mindscope/workgroups/np-exp/1307801020_366122_20231031/1307801020_366122_20231031_platformD1.json: using end of day instead
2023-10-31 15:56:40 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2023-10-31 15:56:40 | urllib3.connectionpool | DEBUG | connectionpool.py:473 _make_request MainThread | http://mtrain:5000 "GET /get_behavior_sessions/ HTTP/1.1" 200 81411
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:257 update MainThread | Updating 1307801020_366122_20231031_platformD1.json project:  -> NeuropixelPlatformDevelopment
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.project = NeuropixelPlatformDevelopment
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:148 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1307801020_366122_20231031/1307801020_366122_20231031_platformD1.json
2023-10-31 15:56:40 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting http://lims2/ecephys_sessions.json?id=1307801020
2023-10-31 15:56:40 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): lims2:80
2023-10-31 15:56:40 | urllib3.connectionpool | DEBUG | connectionpool.py:473 _make_request MainThread | http://lims2:80 "GET /ecephys_sessions.json?id=1307801020 HTTP/1.1" 200 None
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:257 update MainThread | Updating 1307801020_366122_20231031_platformD1.json hab: None -> False
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.hab = False
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:148 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1307801020_366122_20231031/1307801020_366122_20231031_platformD1.json
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:148 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1307801020_366122_20231031/1307801020_366122_20231031_platformD1.json
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.workflow_start_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:56:40 | np_session.components.platform_json | DEBUG | platform_json.py:148 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1307801020_366122_20231031/1307801020_366122_20231031_platformD1.json
2023-10-31 15:57:07 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting http://lims2/ecephys_sessions.json?id=1307801020
2023-10-31 15:57:07 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): lims2:80
2023-10-31 15:57:07 | urllib3.connectionpool | DEBUG | connectionpool.py:473 _make_request MainThread | http://lims2:80 "GET /ecephys_sessions.json?id=1307801020 HTTP/1.1" 200 None
2023-10-31 15:57:12 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting http://lims2/ecephys_sessions.json?id=1307801020
2023-10-31 15:57:12 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): lims2:80
2023-10-31 15:57:13 | urllib3.connectionpool | DEBUG | connectionpool.py:473 _make_request MainThread | http://lims2:80 "GET /ecephys_sessions.json?id=1307801020 HTTP/1.1" 200 None
2023-10-31 15:58:13 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting http://lims2/ecephys_sessions.json?id=1307801020
2023-10-31 15:58:13 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): lims2:80
2023-10-31 15:58:13 | urllib3.connectionpool | DEBUG | connectionpool.py:473 _make_request MainThread | http://lims2:80 "GET /ecephys_sessions.json?id=1307801020 HTTP/1.1" 200 None
2023-10-31 15:58:13 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:58:13 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:58:13 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.workflow_start_time = 20231031155640
2023-10-31 15:58:13 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:58:13 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:58:13 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.workflow_start_time = 20231031155640
2023-10-31 15:58:13 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_save_time = 20231031155640
2023-10-31 15:58:13 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.platform_json_creation_time = 20231031155639
2023-10-31 15:58:13 | np_session.components.platform_json | DEBUG | platform_json.py:133 __setattr__ MainThread | Updated 1307801020_366122_20231031_platformD1.json.workflow_start_time = 20231031155640
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring MouseDirector.comp = Mon
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring MouseDirector.port = 9000
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring MouseDirector.timeout = 10.0
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring MouseDirector.serialization = json
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring MouseDirector.rsc_app_id = mousedirector
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring Sync.comp = Sync
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring Sync.port = 5000
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring Sync.data = c$/ProgramData/AIBS_MPE/sync/data
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring Sync.gb_per_hr = 2.0
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring Sync.min_rec_hr = 3.0
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring Sync.serialization = pickle
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring Sync.rsc_app_id = sync_device
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring VideoMVR.comp = Mon
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring VideoMVR.port = 50000
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring VideoMVR.gb_per_hr = 2.0
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring VideoMVR.min_rec_hr = 3.0
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring VideoMVR.pretest_duration_sec = 5
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring VideoMVR.data = c$/ProgramData/AIBS_MPE/mvr/data
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring VideoMVR.timeout = 2.0
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring VideoMVR.rsc_app_id = MVR
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring ImageMVR.comp = Mon
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring ImageMVR.port = 50000
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring ImageMVR.gb_per_hr = 0.2
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring ImageMVR.min_rec_hr = 0.1
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring ImageMVR.data = c$/ProgramData/AIBS_MPE/mvr/data
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring ImageMVR.timeout = 2.0
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring ImageMVR.rsc_app_id = MVR
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.comp = Mon
2023-10-31 15:58:13 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:172 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.data_root = c$/MPM_data
